ParkName,UnitCode,Region,State,Year,Month,MonthlyVisits,AnnualTotalVisits
Acadia NP,ACAD,Northeast ,ME,2024,1,"15,538","3,961,661"
Acadia NP,ACAD,Northeast ,ME,2024,2,"14,071","3,961,661"
Acadia NP,ACAD,Northeast ,ME,2024,3,"25,696","3,961,661"
Acadia NP,ACAD,Northeast ,ME,2024,4,"95,165","3,961,661"
Acadia NP,ACAD,Northeast ,ME,2024,5,"320,885","3,961,661"
Acadia NP,ACAD,Northeast ,ME,2024,6,"599,015","3,961,661"
Acadia NP,ACAD,Northeast ,ME,2024,7,"791,029","3,961,661"
Acadia NP,ACAD,Northeast ,ME,2024,8,"795,332","3,961,661"
Acadia NP,ACAD,Northeast ,ME,2024,9,"646,116","3,961,661"
Acadia NP,ACAD,Northeast ,ME,2024,10,"567,466","3,961,661"
Acadia NP,ACAD,Northeast ,ME,2024,11,"76,388","3,961,661"
Acadia NP,ACAD,Northeast ,ME,2024,12,"14,960","3,961,661"
Arches NP,ARCH,Intermountain ,UT,2024,1,"28,088","1,466,528"
Arches NP,ARCH,Intermountain ,UT,2024,2,"51,510","1,466,528"
Arches NP,ARCH,Intermountain ,UT,2024,3,"143,166","1,466,528"
Arches NP,ARCH,Intermountain ,UT,2024,4,"156,720","1,466,528"
Arches NP,ARCH,Intermountain ,UT,2024,5,"195,379","1,466,528"
Arches NP,ARCH,Intermountain ,UT,2024,6,"180,563","1,466,528"
Arches NP,ARCH,Intermountain ,UT,2024,7,"156,052","1,466,528"
Arches NP,ARCH,Intermountain ,UT,2024,8,"143,726","1,466,528"
Arches NP,ARCH,Intermountain ,UT,2024,9,"148,366","1,466,528"
Arches NP,ARCH,Intermountain ,UT,2024,10,"135,716","1,466,528"
Arches NP,ARCH,Intermountain ,UT,2024,11,"78,397","1,466,528"
Arches NP,ARCH,Intermountain ,UT,2024,12,"48,845","1,466,528"
Badlands NP,BADL,Midwest ,SD,2024,1,"8,549","1,094,245"
Badlands NP,BADL,Midwest ,SD,2024,2,"10,397","1,094,245"
Badlands NP,BADL,Midwest ,SD,2024,3,"25,776","1,094,245"
Badlands NP,BADL,Midwest ,SD,2024,4,"37,328","1,094,245"
Badlands NP,BADL,Midwest ,SD,2024,5,"109,385","1,094,245"
Badlands NP,BADL,Midwest ,SD,2024,6,"218,729","1,094,245"
Badlands NP,BADL,Midwest ,SD,2024,7,"234,886","1,094,245"
Badlands NP,BADL,Midwest ,SD,2024,8,"199,919","1,094,245"
Badlands NP,BADL,Midwest ,SD,2024,9,"139,875","1,094,245"
Badlands NP,BADL,Midwest ,SD,2024,10,"71,915","1,094,245"
Badlands NP,BADL,Midwest ,SD,2024,11,"22,887","1,094,245"
Badlands NP,BADL,Midwest ,SD,2024,12,"14,599","1,094,245"
Big Bend NP,BIBE,Intermountain ,TX,2024,1,"40,498","561,458"
Big Bend NP,BIBE,Intermountain ,TX,2024,2,"48,302","561,458"
Big Bend NP,BIBE,Intermountain ,TX,2024,3,"100,315","561,458"
Big Bend NP,BIBE,Intermountain ,TX,2024,4,"77,541","561,458"
Big Bend NP,BIBE,Intermountain ,TX,2024,5,"38,083","561,458"
Big Bend NP,BIBE,Intermountain ,TX,2024,6,"20,004","561,458"
Big Bend NP,BIBE,Intermountain ,TX,2024,7,"16,417","561,458"
Big Bend NP,BIBE,Intermountain ,TX,2024,8,"15,741","561,458"
Big Bend NP,BIBE,Intermountain ,TX,2024,9,"23,902","561,458"
Big Bend NP,BIBE,Intermountain ,TX,2024,10,"49,181","561,458"
Big Bend NP,BIBE,Intermountain ,TX,2024,11,"65,273","561,458"
Big Bend NP,BIBE,Intermountain ,TX,2024,12,"66,201","561,458"
Biscayne NP,BISC,Southeast ,FL,2024,1,"31,701","512,213"
Biscayne NP,BISC,Southeast ,FL,2024,2,"37,428","512,213"
Biscayne NP,BISC,Southeast ,FL,2024,3,"46,810","512,213"
Biscayne NP,BISC,Southeast ,FL,2024,4,"41,856","512,213"
Biscayne NP,BISC,Southeast ,FL,2024,5,"51,610","512,213"
Biscayne NP,BISC,Southeast ,FL,2024,6,"47,208","512,213"
Biscayne NP,BISC,Southeast ,FL,2024,7,"58,503","512,213"
Biscayne NP,BISC,Southeast ,FL,2024,8,"40,348","512,213"
Biscayne NP,BISC,Southeast ,FL,2024,9,"49,744","512,213"
Biscayne NP,BISC,Southeast ,FL,2024,10,"41,396","512,213"
Biscayne NP,BISC,Southeast ,FL,2024,11,"32,466","512,213"
Biscayne NP,BISC,Southeast ,FL,2024,12,"33,143","512,213"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,1,"6,951","335,862"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,2,"6,601","335,862"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,3,"9,383","335,862"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,4,"10,538","335,862"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,5,"34,270","335,862"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,6,"57,224","335,862"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,7,"53,237","335,862"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,8,"51,827","335,862"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,9,"54,665","335,862"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,10,"34,019","335,862"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,11,"11,539","335,862"
Black Canyon of the Gunnison NP,BLCA,Intermountain ,CO,2024,12,"5,608","335,862"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,1,"32,464","2,498,075"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,2,"39,629","2,498,075"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,3,"103,536","2,498,075"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,4,"229,797","2,498,075"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,5,"337,175","2,498,075"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,6,"347,567","2,498,075"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,7,"319,540","2,498,075"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,8,"300,280","2,498,075"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,9,"366,719","2,498,075"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,10,"272,988","2,498,075"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,11,"83,001","2,498,075"
Bryce Canyon NP,BRCA,Intermountain ,UT,2024,12,"65,379","2,498,075"
Canyonlands NP,CANY,Intermountain ,UT,2024,1,"6,055","818,492"
Canyonlands NP,CANY,Intermountain ,UT,2024,2,"17,841","818,492"
Canyonlands NP,CANY,Intermountain ,UT,2024,3,"79,031","818,492"
Canyonlands NP,CANY,Intermountain ,UT,2024,4,"107,239","818,492"
Canyonlands NP,CANY,Intermountain ,UT,2024,5,"120,011","818,492"
Canyonlands NP,CANY,Intermountain ,UT,2024,6,"88,579","818,492"
Canyonlands NP,CANY,Intermountain ,UT,2024,7,"70,592","818,492"
Canyonlands NP,CANY,Intermountain ,UT,2024,8,"65,386","818,492"
Canyonlands NP,CANY,Intermountain ,UT,2024,9,"105,723","818,492"
Canyonlands NP,CANY,Intermountain ,UT,2024,10,"96,428","818,492"
Canyonlands NP,CANY,Intermountain ,UT,2024,11,"41,545","818,492"
Canyonlands NP,CANY,Intermountain ,UT,2024,12,"20,062","818,492"
Capitol Reef NP,CARE,Intermountain ,UT,2024,1,"20,490","1,422,490"
Capitol Reef NP,CARE,Intermountain ,UT,2024,2,"20,301","1,422,490"
Capitol Reef NP,CARE,Intermountain ,UT,2024,3,"88,763","1,422,490"
Capitol Reef NP,CARE,Intermountain ,UT,2024,4,"159,923","1,422,490"
Capitol Reef NP,CARE,Intermountain ,UT,2024,5,"211,504","1,422,490"
Capitol Reef NP,CARE,Intermountain ,UT,2024,6,"157,882","1,422,490"
Capitol Reef NP,CARE,Intermountain ,UT,2024,7,"127,118","1,422,490"
Capitol Reef NP,CARE,Intermountain ,UT,2024,8,"114,322","1,422,490"
Capitol Reef NP,CARE,Intermountain ,UT,2024,9,"201,326","1,422,490"
Capitol Reef NP,CARE,Intermountain ,UT,2024,10,"197,115","1,422,490"
Capitol Reef NP,CARE,Intermountain ,UT,2024,11,"79,974","1,422,490"
Capitol Reef NP,CARE,Intermountain ,UT,2024,12,"43,772","1,422,490"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,1,"19,713","460,474"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,2,"21,587","460,474"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,3,"54,031","460,474"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,4,"50,142","460,474"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,5,"38,458","460,474"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,6,"52,133","460,474"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,7,"54,587","460,474"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,8,"42,598","460,474"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,9,"27,589","460,474"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,10,"35,854","460,474"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,11,"30,660","460,474"
Carlsbad Caverns NP,CAVE,Intermountain ,NM,2024,12,"33,122","460,474"
Channel Islands NP,CHIS,Pacific West ,CA,2024,1,"17,055","262,581"
Channel Islands NP,CHIS,Pacific West ,CA,2024,2,"14,888","262,581"
Channel Islands NP,CHIS,Pacific West ,CA,2024,3,"23,069","262,581"
Channel Islands NP,CHIS,Pacific West ,CA,2024,4,"22,081","262,581"
